"BACT_628","Helicobacter hepaticus ATCC 51449"
"BACT_816","Nitrobacter sp. Nb-311A "
"BACT_411","Clostridium sp. L2-50 "
"BACT_1472","Raphidiopsis brookii D9"
"BACT_354","Chlorobium phaeobacteroides DSM 266"
"BACT_1579","Desulfarculus baarsii DSM 2075"
"BACT_535","Eubacterium biforme DSM 3989 "
"BACT_87","Aster yellows witches'-broom phytoplasma AYWB"
"BACT_1042","Salmonella enterica subsp. enterica serovar Saintpaul str. SARA29 "
"BACT_495","Dorea formicigenerans ATCC 27755 "
"BACT_82","Arthrobacter aurescens TC1"
"BACT_417","Clostridium thermocellum DSM 2360"
"BACT_141","Bacillus coagulans 36D1"
"BACT_778","Mycobacterium leprae TN"
"BACT_194","Bacteroides stercoris ATCC 43183"
"BACT_1368","Escherichia coli MS 115-1"
"BACT_842","Oribacterium sinus F0268 "
"BACT_443","Crocosphaera watsonii WH 8501 "
"BACT_1454","Prevotella bryantii B14"
"BACT_1267","Yersinia aldovae ATCC 35236 "
"BACT_348","Chlamydophila pneumoniae CWL029"
"BACT_259","Bryantella formatexigens DSM 14469 "
"BACT_793","Mycoplasma mycoides subsp. mycoides SC str. PG1"
"BACT_844","Orientia tsutsugamushi Boryong"
"BACT_1222","Vibrio cholerae B33 "
"BACT_864","Pedobacter heparinus DSM 2366"
"BACT_1313","Bacteroides sp. 1_1_14"
"BACT_1016","Rothia mucilaginosa ATCC 25296 "
"BACT_1120","Streptococcus thermophilus LMD-9"
"BACT_1515","Streptococcus pneumoniae str. Canada MDR_19A"
"BACT_1476","Roseomonas cervicalis ATCC 49957"
"BACT_1345","Desulfovibrio aespoeensis Aspo-2"
"BACT_1616","Pirellula staleyi DSM 6068"
"BACT_1275","Yersinia pestis biovar Mediaevalis str. K1973002 "
"BACT_821","Nitrosomonas sp. AL212 "
"BACT_911","Prosthecochloris aestuarii DSM 271"
"BACT_1325","Brucella sp. NVSL 07-0026"
"BACT_975","Rhodococcus jostii RHA1"
"BACT_529","Escherichia coli O157:H7 str. EC4024 "
"BACT_1306","Arthrospira sp. PCC 8005"
"BACT_1069","Shigella flexneri 2a str. 301"
"BACT_375","Clostridium botulinum A2 str. Kyoto"
"BACT_168","Bacillus thuringiensis str. Al Hakam"
"BACT_1506","Staphylococcus aureus subsp. aureus MR1"
"BACT_527","Escherichia albertii TW07627 "
"BACT_1152","Synechococcus sp. CC9902"
"BACT_788","Mycoplasma capricolum subsp. capricolum ATCC 27343"
"BACT_486","Dethiosulfovibrio peptidovorans DSM 11002 "
"BACT_236","Borrelia hermsii DAH"
"BACT_1367","Escherichia coli MS 107-1"
"BACT_319","Candidatus Phytoplasma mali"
"BACT_1525","Turicibacter sp. PC909"
"BACT_1333","Chlamydia muridarum MopnTet14"
"BACT_142","Bacillus coahuilensis m4-4"
"BACT_31","Acinetobacter sp. ATCC 27244"
"BACT_646","Jannaschia sp. CCS1"
"BACT_438","Corynebacterium tuberculostearicum SK141"
"BACT_274","Burkholderia pseudomallei S13 "
"BACT_1234","Vibrio mimicus VM573"
"BACT_977","Rhodoferax ferrireducens T118"
"BACT_783","Mycobacterium tuberculosis str. Haarlem"
"BACT_1012","Roseovarius nubinhibens ISM"
"BACT_1433","Mycobacterium tuberculosis 210"
"BACT_812","Neorickettsia sennetsu str. Miyayama"
"BACT_94","Azorhizobium caulinodans ORS 571"
"BACT_966","Rhizobium sp. NGR234"
"BACT_724","Magnetococcus sp. MC-1"
"BACT_914","Providencia alcalifaciens DSM 30120 "
"BACT_759","Methylotenera mobilis JLW8"
"BACT_952","Ralstonia solanacearum GMI1000"
"BACT_326","Capnocytophaga ochracea DSM 7271"
"BACT_993","Rickettsia massiliae MTU5"
"BACT_1621","Ralstonia solanacearum PSI07"
"BACT_1559","Burkholderia sp. CCGE1002"
"BACT_703","Leuconostoc citreum KM20"
"BACT_1653","Zunongwangia profunda SM-A87"
"BACT_209","Beutenbergia cavernae DSM 12333"
"BACT_286","Campylobacter concisus 13826"
"BACT_1552","Bacillus thuringiensis BMB171"
"BACT_1517","Streptococcus sp. M143"
"BACT_744","Mesorhizobium sp. BNC1"
"BACT_279","Burkholderia ubonensis Bu "
"BACT_404","Clostridium perfringens D str. JGS1721 "
"BACT_516","Enterococcus faecium DO "
"BACT_1228","Vibrio coralliilyticus ATCC BAA-450"
"BACT_950","Ralstonia eutropha JMP134 "
"BACT_883","Plesiocystis pacifica SIR-1"
"BACT_919","Pseudoalteromonas tunicata D2 "
"BACT_235","Borrelia garinii PBr"
"BACT_1030","Salinispora arenicola CNS-205"
"BACT_1263","Xanthomonas oryzae pv. oryzae PXO99A"
"BACT_134","Bacillus cereus Rock3-42"
"BACT_103","Bacillus cereus AH1271"
"BACT_1187","Thermosinus carboxydivorans Nor1 "
"BACT_1076","Sinorhizobium meliloti 1021"
"BACT_1248","Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis"
"BACT_1545","Arcanobacterium haemolyticum DSM 20595"
"BACT_1057","Shewanella frigidimarina NCIMB 400"
"BACT_1386","Ethanoligenens harbinense YUAN-3"
"BACT_60","Alteromonadales bacterium TW-7"
"BACT_399","Clostridium papyrosolvens DSM 2782 "
"BACT_1634","Staphylococcus aureus subsp. aureus ED98"
"BACT_70","Anaerofustis stercorihominis DSM 17244"
"BACT_308","Candidatus Blochmannia pennsylvanicus str. BPEN"
"BACT_963","Rhizobium etli Kim 5 "
"BACT_932","Pseudomonas stutzeri A1501"
"BACT_892","Prevotella bergensis DSM 17361 "
"BACT_1534","Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535"
"BACT_1140","Sulfitobacter sp. NAS-14.1 "
"BACT_1455","Prevotella buccae D17"
"BACT_232","Borrelia duttonii Ly"
"BACT_1221","Vibrio cholerae 623-39 "
"BACT_526","Erythrobacter sp. SD-21 "
"BACT_64","Anaerocellum thermophilum DSM 6725"
"BACT_841","Opitutus terrae PB90-1"
"BACT_686","Lactobacillus vaginalis ATCC 49540 "
"BACT_192","Bacteroides sp. D2 "
"BACT_357","Chloroflexus aurantiacus J-10-fl"
"BACT_1286","Streptomyces sp. Mg1"
"BACT_119","Bacillus cereus BGSC 6E1"
"BACT_1321","Bacteroides xylanisolvens SD CC 1b"
"BACT_422","Comamonas testosteroni KF-1 "
"BACT_988","Rickettsia bellii OSU 85-389"
"BACT_1280","Yersinia rohdei ATCC 43380"
"BACT_1121","Streptococcus uberis 0140J"
"BACT_1250","Wolbachia endosymbiont of Drosophila melanogaster"
"BACT_983","Rhodopseudomonas palustris TIE-1"
"BACT_827","Nostoc punctiforme PCC 73102"
"BACT_574","Fusobacterium sp. 7_1 "
"BACT_1408","Ktedonobacter racemifer DSM 44963"
"BACT_941","Pseudovibrio sp. JE062 "
"BACT_432","Corynebacterium glutamicum R"
"BACT_1026","Saccharomonospora viridis DSM 43017"
"BACT_1420","Lactobacillus salivarius ACS-116-V-Col5a"
"BACT_1151","Synechococcus sp. CC9605"
"BACT_1255","Wolbachia sp. wRi"
"BACT_971","Rhodobacterales bacterium HTCC2150 "
"BACT_858","Pasteurella multocida subsp. multocida str. Pm70"
"BACT_577","Fusobacterium ulcerans ATCC 49185 "
"BACT_440","Coxiella burnetii Dugway 5J108-111"
"BACT_171","Bacteroides caccae ATCC 43185 "
"BACT_74","Anaerostipes caccae DSM 14662"
"BACT_53","Alistipes putredinis DSM 17216 "
"BACT_1079","Sodalis glossinidius str. 'morsitans'"
"BACT_473","Desulfotomaculum reducens MI-1"
"BACT_701","Leptotrichia goodfellowii F0264"
"BACT_131","Bacillus cereus Rock1-15"
"BACT_39","Actinomyces sp. oral taxon 848 str. F0332 "
"BACT_95","Azotobacter vinelandii DJ"
"BACT_879","Photorhabdus asymbiotica"
"BACT_835","Ochrobactrum intermedium LMG 3301"
"BACT_985","Rhodospirillum rubrum ATCC 11170"
"BACT_1095","Staphylococcus hominis SK119"
"BACT_271","Burkholderia mallei ATCC 10399"
"BACT_29","Acinetobacter radioresistens SK82"
"BACT_897","Prevotella tannerae ATCC 51259"
"BACT_493","Dinoroseobacter shibae DFL 12"
"BACT_451","Cyanothece sp. PCC 7425"
"BACT_1225","Vibrio cholerae MZO-3"
"BACT_1358","Enterococcus faecium E1679"
"BACT_1614","Olsenella uli DSM 7084"
"BACT_801","Nautilia profundicola AmH"
"BACT_314","Candidatus Hodgkinia cicadicola Dsem"
"BACT_1055","Shewanella benthica KT99"
"BACT_1094","Staphylococcus haemolyticus JCSC1435"
"BACT_846","Oxalobacter formigenes HOxBLS "
"BACT_397","Clostridium nexile DSM 1787 "
"BACT_224","Blautia hansenii DSM 20583"
"BACT_774","Mycobacterium bovis BCG str. Pasteur 1173P2"
"BACT_586","Gemmata obscuriglobus UQM 2246 "
"BACT_13","Acidithiobacillus ferrooxidans ATCC 23270"
"BACT_162","Bacillus thuringiensis serovar pakistani str. T13001"
"BACT_491","Dictyoglomus thermophilum H-6-12"
"BACT_295","Campylobacter lari RM2100"
"BACT_24","Acinetobacter baumannii SDF"
"BACT_635","Herminiimonas arsenicoxydans"
"BACT_1059","Shewanella loihica PV-4"
"BACT_775","Mycobacterium gilvum PYR-GCK"
"BACT_1227","Vibrio cholerae RC385"
"BACT_1403","Geobacillus thermoglucosidasius C56-YS93"
"BACT_817","Nitrobacter winogradskyi Nb-255"
"BACT_1439","Neisseria elongata subsp. glycolytica ATCC 29315"
"BACT_293","Campylobacter jejuni subsp. jejuni HB93-13"
"BACT_1606","Methylotenera sp. 301"
"BACT_715","Listeria monocytogenes HPB2262 "
"BACT_6","Acaryochloris marina MBIC11017"
"BACT_556","Flavobacterium psychrophilum JIP02/86"
"BACT_292","Campylobacter jejuni subsp. jejuni BH-01-0142 "
"BACT_1054","Shewanella baltica OS195"
"BACT_11","Acidiphilium cryptum JF-5"
"BACT_851","Parabacteroides johnsonii DSM 18315"
"BACT_1145","Sulfurospirillum deleyianum DSM 6946"
"BACT_1130","Streptomyces lividans TK24 "
"BACT_351","Chlorobium ferrooxidans DSM 13031"
"BACT_1655","Brucella abortus bv. 5 str. B3196"
"BACT_543","Exiguobacterium sibiricum 255-15"
"BACT_707","Listeria monocytogenes FSL F2-515"
"BACT_519","Epulopiscium sp. 'N.t. morphotype B'"
"BACT_1092","Staphylococcus carnosus subsp. carnosus TM300"
"BACT_387","Clostridium carboxidivorans P7 "
"BACT_735","Marinobacter algicola DG893 "
"BACT_631","Helicobacter pylori B128 "
"BACT_711","Listeria monocytogenes FSL J2-064 "
"BACT_694","Leifsonia xyli subsp. xyli str. CTCB07"
"BACT_1189","Thermosipho melanesiensis BI429"
"BACT_257","Brucella sp. F5/99 "
"BACT_970","Rhodobacterales bacterium HTCC2083 "
"BACT_180","Bacteroides intestinalis DSM 17393"
"BACT_405","Clostridium perfringens E str. JGS1987 "
"BACT_796","Mycoplasma pulmonis UAB CTIP"
"BACT_1381","Escherichia coli MS 45-1"
"BACT_282","Butyrivibrio crossotus DSM 2876 "
"BACT_316","Candidatus Liberibacter asiaticus str. psy62"
"BACT_273","Burkholderia oklahomensis EO147 "
"BACT_1163","Synechococcus sp. WH 8102"
"BACT_291","Campylobacter jejuni subsp. doylei 269.97"
"BACT_1562","Candidatus Riesia pediculicola USDA"
"BACT_113","Bacillus cereus ATCC 4342"
"BACT_614","Grimontia hollisae CIP 101886 "
"BACT_33","Actinobacillus minor NM305"
"BACT_670","Lactobacillus gasseri JV-V03"
"BACT_403","Clostridium perfringens CPE str. F4969 "
"BACT_431","Corynebacterium glucuronolyticum ATCC 51866"
"BACT_786","Mycoplasma agalactiae PG2"
"BACT_449","Cyanothece sp. CCY0110 "
"BACT_954","Ralstonia solanacearum UW551"
"BACT_894","Prevotella melaninogenica ATCC 25845 "
"BACT_1512","Staphylococcus epidermidis SK135"
"BACT_1440","Neisseria gonorrhoeae F62"
"BACT_371","Clostridium asparagiforme DSM 15981 "
"BACT_1549","Bacillus megaterium DSM319"
"BACT_741","Mesoplasma florum L1"
"BACT_854","Parvibaculum lavamentivorans DS-1"
"BACT_592","Geobacillus sp. Y412MC10"
"BACT_1595","Lactobacillus crispatus ST1"
"BACT_872","Petrotoga mobilis SJ95"
"BACT_752","Methylobacterium populi BJ001"
"BACT_776","Mycobacterium intracellulare ATCC 13950 "
"BACT_689","Laribacter hongkongensis HLHK9"
"BACT_1249","Wolbachia endosymbiont of Drosophila ananassae "
"BACT_1060","Shewanella oneidensis MR-1"
"BACT_1547","Azospirillum sp. B510"
"BACT_588","Geobacillus kaustophilus HTA426"
"BACT_1641","Syntrophothermus lipocalidus DSM 12680"
"BACT_372","Clostridium bartlettii DSM 16795 "
"BACT_825","Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111"
"BACT_165","Bacillus thuringiensis serovar sotto str. T04001"
"BACT_1604","Listeria seeligeri serovar 1/2b str. SLCC3954"
"BACT_753","Methylobacterium radiotolerans JCM 2831"
"BACT_754","Methylobacterium sp. 4-46"
"BACT_199","Bartonella henselae str. Houston-1"
"BACT_1357","Enterococcus faecium E1636"
"BACT_9","Acidaminococcus sp. D21"
"BACT_878","Photobacterium sp. SKA34 "
"BACT_893","Prevotella copri DSM 18205 "
"BACT_1077","Slackia exigua ATCC 700122 "
"BACT_219","Bifidobacterium longum subsp. infantis ATCC 15697"
"BACT_272","Burkholderia multivorans ATCC 17616"
"BACT_1185","Thermomicrobium roseum DSM 5159"
"BACT_1458","Prevotella oris C735"
"BACT_969","Rhodobacteraceae bacterium KLH11"
"BACT_1470","Pseudomonas syringae pv. tomato NCPPB 1108"
"BACT_289","Campylobacter hominis ATCC BAA-381"
"BACT_368","Clavibacter michiganensis subsp. michiganensis NCPPB 382"
"BACT_861","Pectobacterium carotovorum subsp. carotovorum PC1"
"BACT_1141","Sulfurihydrogenibium azorense Az-Fu1"
"BACT_981","Rhodopseudomonas palustris BisB5"
"BACT_1216","Verrucomicrobiae bacterium DG1235 "
"BACT_61","Ammonifex degensii KC4"
"BACT_920","Pseudomonas aeruginosa 2192 "
"BACT_781","Mycobacterium sp. JLS"
"BACT_1220","Vibrio cholerae 1587 "
"BACT_876","Photobacterium profundum 3TCK "
"BACT_714","Listeria monocytogenes HCC23"
"BACT_498","Edwardsiella ictaluri 93-146"
"BACT_1402","Gardnerella vaginalis AMD"
"BACT_1588","Geobacillus sp. C56-T3"
"BACT_1207","Tropheryma whipplei str. Twist"
"BACT_433","Corynebacterium kroppenstedtii DSM 44385"
"BACT_839","Onion yellows phytoplasma OY-M"
"BACT_1426","Megasphaera genomosp. type_1 str. 28L"
"BACT_276","Burkholderia sp. H160 "
"BACT_555","Flavobacterium johnsoniae UW101"
"BACT_477","Desulfovibrio piger ATCC 29098 "
"BACT_674","Lactobacillus jensenii 1153"
"BACT_643","Idiomarina baltica OS145 "
"BACT_426","Coprothermobacter proteolyticus DSM 5265"
"BACT_831","Oceanicaulis alexandrii HTCC2633 "
"BACT_1236","Vibrio shilonii AK1 "
"BACT_126","Bacillus cereus m1550"
"BACT_1481","Serratia odorifera 4Rx13"
"BACT_726","Magnetospirillum magnetotacticum MS-1 "
"BACT_297","Campylobacter showae RM3277"
"BACT_1037","Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91"
"BACT_1197","Thermus aquaticus Y51MC23 "
"BACT_885","Polaribacter sp. MED152 "
"BACT_1340","Comamonas testosteroni S44"
"BACT_1150","Synechococcus sp. CC9311"
"BACT_1073","Sideroxydans lithotrophicus ES-1 "
"BACT_1190","Thermosynechococcus elongatus BP-1"
"BACT_1282","Zymomonas mobilis subsp. mobilis ATCC 10988 "
"BACT_201","Bartonella tribocorum CIP 105476"
"BACT_396","Clostridium methylpentosum DSM 5476 "
"BACT_570","Fusobacterium sp. 3_1_33"
"BACT_992","Rickettsia felis URRWXCal2"
"BACT_710","Listeria monocytogenes FSL J1-208 "
"BACT_538","Eubacterium hallii DSM 3353 "
"BACT_655","Kordia algicida OT-1 "
"BACT_961","Rhizobium etli GR56 "
"BACT_942","Psychrobacter arcticus 273-4"
"BACT_1548","Bacillus anthracis CI"
"BACT_1289","Achromobacter piechaudii ATCC 43553"
"BACT_856","Parvularcula bermudensis HTCC2503 "
"BACT_1503","Staphylococcus aureus subsp. aureus M809"
"BACT_1573","Cupriavidus metallidurans CH34"
"BACT_401","Clostridium perfringens B str. ATCC 3626"
"BACT_66","Anaerococcus lactolyticus ATCC 51172"
"BACT_1237","Vibrio sp. AND4 "
"BACT_934","Pseudomonas syringae pv. oryzae str. 1_6"
"BACT_496","Dorea longicatena DSM 13814 "
"BACT_1171","Thauera sp. MZ1T"
"BACT_200","Bartonella quintana str. Toulouse"
"BACT_398","Clostridium novyi NT"
"BACT_1365","Escherichia coli FVEC1302"
"BACT_904","Prochlorococcus marinus str. MIT 9312"
"BACT_26","Acinetobacter johnsonii SH046"
"BACT_889","Porphyromonas endodontalis ATCC 35406 "
"BACT_1053","Shewanella amazonensis SB2B"
"BACT_1109","Streptococcus equi subsp. equi 4047"
"BACT_1473","Rhodococcus equi ATCC 33707"
"BACT_797","Mycoplasma synoviae 53"
"BACT_1567","Clostridiales genomosp. BVAB3 str. UPII9-5"
"BACT_1139","Subdoligranulum variabile DSM 15176 "
"BACT_773","Mycobacterium avium "
"BACT_1193","Thermotoga naphthophila RKU-10 "
"BACT_152","Bacillus subtilis subsp. subtilis str. NCIB 3610 "
"BACT_1198","Thermus thermophilus HB27"
"BACT_332","Catenibacterium mitsuokai DSM 15897 "
"BACT_1097","Staphylococcus warneri L37603 "
"BACT_117","Bacillus cereus BDRD-ST24"
"BACT_1138","Streptosporangium roseum DSM 43021 "
"BACT_1298","Acinetobacter sp. 6013150"
"BACT_393","Clostridium hylemonae DSM 15053"
"BACT_924","Pseudomonas fluorescens Pf0-1"
"BACT_537","Eubacterium eligens ATCC 27750"
"BACT_1526","Veillonella parvula ATCC 17745"
"BACT_212","Bifidobacterium bifidum NCIMB 41171 "
"BACT_1006","Roseobacter litoralis Och 149 "
"BACT_246","Brevibacillus brevis NBRC 100599"
"BACT_994","Rickettsia peacockii str. Rustic"
"BACT_962","Rhizobium etli IE4771 "
"BACT_1051","Selenomonas sputigena ATCC 35185 "
"BACT_828","Nostoc sp. PCC 7120"
"BACT_1132","Streptomyces sp. AA4 "
"BACT_1437","Mycobacterium tuberculosis KZN V2475"
"BACT_1107","Streptococcus agalactiae NEM316"
"BACT_1375","Escherichia coli MS 185-1"
"BACT_976","Rhodococcus opacus B4"
"BACT_1133","Streptomyces sp. C "
"BACT_441","Coxiella burnetii RSA 334"
"BACT_980","Rhodopseudomonas palustris BisB18"
"BACT_673","Lactobacillus iners DSM 13335 "
"BACT_1452","Photobacterium damselae subsp. damselae CIP 102761"
"BACT_594","Geobacillus sp. Y412MC61"
"BACT_1211","Ureaplasma parvum serovar 6 str. ATCC 27818 "
"BACT_1601","Leuconostoc kimchii IMSNU 11154"
"BACT_1497","Staphylococcus aureus subsp. aureus C160"
"BACT_485","Dethiobacter alkaliphilus AHT 1 "
"BACT_837","Octadecabacter antarcticus 307"
"BACT_1274","Yersinia pestis biovar Antiqua str. E1979001 "
"BACT_419","Collinsella intestinalis DSM 13280 "
"BACT_108","Bacillus cereus AH676"
"BACT_654","Kocuria rhizophila DC2201"
"BACT_394","Clostridium kluyveri DSM 555"
"BACT_1561","Candidatus Puniceispirillum marinum IMCC1322"
"BACT_554","Flavobacteriales bacterium HTCC2170"
"BACT_633","Helicobacter winghamensis ATCC BAA-430 "
"BACT_599","Geobacter sp. FRC-32"
"BACT_1342","Corynebacterium resistens DSM 45100"
"BACT_887","Polaromonas sp. JS666"
"BACT_1018","Ruegeria pomeroyi DSS-3"
"BACT_1269","Yersinia enterocolitica subsp. enterocolitica 8081"
"BACT_124","Bacillus cereus H3081.97"
"BACT_1461","Prevotella timonensis CRIS 5C-B1"
"BACT_1581","Edwardsiella tarda EIB202"
"BACT_721","Lyngbya sp. PCC 8106 "
"BACT_871","Persephonella marina EX-H1"
"BACT_690","Lawsonia intracellularis PHE/MN1-00"
"BACT_873","Phaeobacter gallaeciensis BS107 "
"BACT_154","Bacillus thuringiensis IBL 200 "
"BACT_163","Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1"
"BACT_442","Croceibacter atlanticus HTCC2559"
"BACT_1625","Ruegeria sp. TM1040"
"BACT_1173","Thermoanaerobacter brockii subsp. finnii Ako-1 "
"BACT_1304","Aggregatibacter actinomycetemcomitans D7S-1"
"BACT_1592","Hydrogenobacter thermophilus TK-6"
"BACT_1646","Thioalkalivibrio sp. K90mix"
"BACT_1370","Escherichia coli MS 119-7"
"BACT_388","Clostridium cellulolyticum H10"
"BACT_380","Clostridium botulinum C str. Eklund "
"BACT_71","Anaeromyxobacter dehalogenans 2CP-1"
"BACT_5","Abiotrophia defectiva ATCC 49176"
"BACT_1080","Solibacter usitatus Ellin6076"
"BACT_784","Mycobacterium ulcerans Agy99"
"BACT_677","Lactobacillus jensenii SJ-7A-US "
"BACT_1349","Enterococcus faecalis PC1.1"
"BACT_1378","Escherichia coli MS 198-1"
"BACT_923","Pseudomonas fluorescens Pf-5"
"BACT_1387","Filifactor alocis ATCC 35896"
"BACT_324","Candidatus Vesicomyosocius okutanii HA"
"BACT_1385","Escherichia coli OP50"
"BACT_425","Coprococcus eutactus ATCC 27759 "
"BACT_758","Methylophilales bacterium HTCC2181 "
"BACT_1075","Sinorhizobium medicae WSM419"
"BACT_381","Clostridium botulinum D str. 1873 "
"BACT_1474","Rhodomicrobium vannielii ATCC 17100"
"BACT_1270","Yersinia frederiksenii ATCC 33641 "
"BACT_1058","Shewanella halifaxensis HAW-EB4"
"BACT_1296","Acinetobacter haemolyticus ATCC 19194"
"BACT_648","Jonesia denitrificans DSM 20603"
"BACT_185","Bacteroides sp. 2_1_16 "
"BACT_111","Bacillus cereus ATCC 10987"
"BACT_1273","Yersinia mollaretii ATCC 43969 "
"BACT_391","Clostridium hathewayi DSM 13479 "
"BACT_838","Oligotropha carboxidovorans OM5"
"BACT_1644","Thermocrinis albus DSM 14484 "
"BACT_1563","Candidatus Sulcia muelleri DMIN"
"BACT_258","Brucella suis bv. 4 str. 40 "
"BACT_1019","Ruegeria sp. R11"
"BACT_266","Burkholderia ambifaria MEX-5 "
"BACT_1049","Selenomonas flueggei ATCC 43531 "
"BACT_930","Pseudomonas putida W619"
"BACT_352","Chlorobium limicola DSM 245"
"BACT_109","Bacillus cereus AH820"
"BACT_145","Bacillus mycoides DSM 2048 "
"BACT_337","Cellulomonas flavigena DSM 20109 "
"BACT_1657","Saccharopolyspora erythraea NRRL 2338"
"BACT_453","Cyanothece sp. PCC 8801"
"BACT_761","Micrococcus luteus NCTC 2665"
"BACT_430","Corynebacterium genitalium ATCC 33030 "
"BACT_462","Delftia acidovorans SPH-1"
"BACT_1101","Streptobacillus moniliformis DSM 12112 "
"BACT_1377","Escherichia coli MS 196-1"
"BACT_1613","Nitrosococcus watsoni C-113"
"BACT_808","Neisseria mucosa ATCC 25996"
"BACT_471","Desulfotalea psychrophila LSv54"
"BACT_377","Clostridium botulinum B1 str. Okra"
"BACT_27","Acinetobacter junii SH205"
"BACT_106","Bacillus cereus AH603"
"BACT_1635","Staphylococcus lugdunensis HKU09-01 "
"BACT_869","Pelodictyon phaeoclathratiforme BU-1"
"BACT_918","Pseudoalteromonas atlantica T6c"
"BACT_1129","Streptomyces hygroscopicus ATCC 53653"
"BACT_1011","Roseobacter sp. SK209-2-6 "
"BACT_1293","Acinetobacter baumannii AB056"
"BACT_1360","Enterococcus faecium PC4.1"
"BACT_525","Erythrobacter sp. NAP1 "
"BACT_1383","Escherichia coli MS 78-1"
"BACT_1482","Serratia odorifera DSM 4582"
"BACT_358","Chloroflexus sp. Y-400-fl"
"BACT_367","Citrobacter youngae ATCC 29220 "
"BACT_742","Mesorhizobium loti MAFF303099"
"BACT_383","Clostridium botulinum E3 str. Alaska E43"
